ADRESSE_ID;ID_REMAX;PRIX;ADRESSE;ODONYMES;NUM_APPARTEMENT;CODE_POSTAL;CODE_REGION;REGION;ARRONDISSEMENT;NUM_CIVIQUE
2505;23299419;168000;375 Rue de Sienne;rue;;G9A 2Z6;G9A;;Trois-Rivières-Ouest;375
2506;11958577;99900;103 Rue du Parc;rue;;G8T 2B9;G8T;Cap-de-la-Madeleine;Trois-Rivières;103
2507;24804305;72000;393-B Rg du Sud-Est;rang;;G9X 0A7;G9X;;La Bostonnais;393-B
2508;26730165;118000;4700 Place de la Marquise;place;101;G8Y 0H1;G8Y;;Trois-Rivières;4700
2509;28680516;199000;3025 Rue de Falaise;rue;;G8Y 3R4;G8Y;;Trois-Rivières-Ouest;3025
2510;27435410;169000;140 Grande Allée;grande;;G9B 7R6;G9B;Pointe-du-Lac;Trois-Rivières;140
2511;28393441;149500;404 Rue Boulard;rue;;G8T 6N3;G8T;Cap-de-la-Madeleine;Trois-Rivières;404
2512;23849156;89900;620 2e Avenue;2e avenue;;G0X 1H0;G0X;;Grandes-Piles;620
2513;18630373;129900;650 211e Rue;211e rue;;G9T 5W2;G9T;Saint-Georges-de-Champlain;Shawinigan;650
2514;24165708;119900;5661 Rue Donais;rue;;G8Y 7A1;G8Y;;Trois-Rivières-Ouest;5661
2515;27778903;184500;24 Ch. de l'Église;chemin;;G9X 3N8;G9X;;La Tuque;24
2516;21815925;139900;4385 Rue Louis-Lacroix;rue;5;G8Y 2T5;G8Y;;Trois-Rivières;4385
2517;27937961;299000;521 Ch. du Lac-Vincent;chemin;;G0X 2V0;G0X;Saint-Jean-des-Piles;Shawinigan;521
2518;9858558;179000;1589 Rue Principale;rue;;G0X 1W0;G0X;;Notre-Dame-de-Montauban;1589
2519;12823326;475000;Z Route 155;route;;G0X 1H0;G0X;;Grandes-Piles;Z
2520;26277583;164000;1400 Rue Notre-Dame E.;rue;301;G8T 4J3;G8T;Sainte-Marthe-du-Cap;Trois-Rivières;1400
2521;23347978;124900;155 Rue François-Duclos;rue;;G8T 5E2;G8T;Cap-de-la-Madeleine;Trois-Rivières;155
2522;27052341;364900;340 Rue Pie-XII;rue;;G8W 1W6;G8W;Cap-de-la-Madeleine;Trois-Rivières;340
2523;24440987;193000;4080 Rue de St-Germain;rue;;G8Y 6L7;G8Y;;Trois-Rivières-Ouest;4080
2524;9072849;450000;250 Imp. des Eaux;impasse;;G9T 7J6;G9T;Grand-Mère;Shawinigan;250
2525;20498016;114900;7094 Rue Marie-Boucher;rue;;G8Y 7H9;G8Y;;Trois-Rivières;7094
2526;12305215;228500;105 Rue G.-A.-Boulet;rue;;G0X 3H0;G0X;;Saint-Tite;105
2527;21290713;149000;1460 Ch. St-François;chemin;;G0X 1N0;G0X;;Saint-Mathieu-du-Parc;1460
2528;16326791;1700000;1160 Rue Gilles-Lupien;rue;;G9C 1L7;G9C;;Trois-Rivières;1160
2529;22961324;459000;412 Ch. Couet;chemin;;G0X 1A0;G0X;;Batiscan;412
2530;27409812;275000;412A Ch. Couet;chemin;;G0X 1A0;G0X;;Batiscan;412A
2531;25315234;94900;610 Rue Deschamps;rue;;G9R 1N5;G9R;Saint-Gérard-des-Laurentides;Shawinigan;610
2532;25557623;49000;273 Rue du Curé-Boulay;rue;;G0X 1L0;G0X;Lac-à-la-Tortue;Shawinigan;273
2533;18629650;289000;35 Rue du Débarcadère;rue;504;G9T 3B3;G9T;Grand-Mère;Shawinigan;35
2534;18554293;349000;2385 Route 352;route;;G0X 3E0;G0X;;Saint-Stanislas;2385
2535;25805043;379000;4981-4983 Rue Ducharme;rue;;G0X 3J0;G0X;;Notre-Dame-du-Mont-Carmel;4981-4983
2536;16178459;179900;4745 Place de la Marquise;place;302;G8Y 0H1;G8Y;;Trois-Rivières;4745
2537;18199200;159900;7509 Rue Hector-Héroux;rue;;G8Y 7A7;G8Y;;Trois-Rivières;7509
2538;24621669;359000;1125 Rue Flamand;rue;;G8Y 6T5;G8Y;;Trois-Rivières;1125
2539;18248464;289000;1575 Rue du Creuset;rue;;G9C 1A2;G9C;;Trois-Rivières;1575
2540;15148505;279000;3061 Rue du Valley-Inn;rue;;G8V 2C3;G8V;Sainte-Marthe-du-Cap;Trois-Rivières;3061
2541;16099051;139000;679 Route 155 N.;route;;G9X 0A7;G9X;;La Bostonnais;679
2542;12301247;209900;497 Rue Louis-de-France;rue;;G8W 2C4;G8W;Saint-Louis-de-France;Trois-Rivières;497
2543;10803119;224500;541 Rue David;rue;;G8W 1K3;G8W;Saint-Louis-de-France;Trois-Rivières;541
2544;21181687;124900;128 Rue de Mère-Gamelin;rue;;G8T 1X8;G8T;Cap-de-la-Madeleine;Trois-Rivières;128
2545;15328270;145000;4255 Av. Morand;avenue;;G9P 5H3;G9P;;Shawinigan-Sud;4255
2546;10970108;109900;1399 Rue Principale;rue;;G0X 1A0;G0X;;Batiscan;1399
2547;18694225;195000;5325 Rue de Beauvais;rue;;G8Y 3W8;G8Y;;Trois-Rivières-Ouest;5325
2548;21625755;244800;3250 Rue d'Auvergne;rue;;G8Y 3K9;G8Y;;Trois-Rivières-Ouest;3250
2549;11423233;84900;83 Rue du Bonheur;rue;;J0K 1V0;J0K;;Saint-Alexis-des-Monts;83
2550;24655814;499700;1751 Ch. de la Baie-Martin;chemin;;G0X 2V0;G0X;Saint-Jean-des-Piles;Shawinigan;1751
2551;16508084;109000;221 Lac la Tuque;lac;;H1H 1H1;H1H;;La Tuque;221
2552;24851323;194700;3955 Boul. Rigaud;boulevard;;G8Y 1Z7;G8Y;;Trois-Rivières;3955
2553;24519070;309000;400 Rue des Gouverneurs;rue;;G0X 2P0;G0X;;Saint-Étienne-des-Grès;400
2554;14785448;39000;110 Rue François;rue;;G0X 2N0;G0X;;Saint-Élie-de-Caxton;110
2555;23051429;179900;60 Ch. des Cyprès;chemin;;G0X 1N0;G0X;;Saint-Mathieu-du-Parc;60
2556;21873639;64500;22 Rue Brunelle;rue;;G8T 5Z3;G8T;Cap-de-la-Madeleine;Trois-Rivières;22
2557;14447624;120000;234 Ch. de la Rivière-Croche;chemin;;G0X 1R0;G0X;La Croche;La Tuque;234
2558;27330397;285000;402 Rue Jean-Perrin;rue;;J3E 2C8;J3E;;Sainte-Julie;402
2559;13466289;344500;321 Rue Louis-Pasteur;rue;;J2W 2T6;J2W;Saint-Luc;Saint-Jean-sur-Richelieu;321
2560;25036699;347000;1527 Rue Duvernay;rue;;J3L 5P1;J3L;;Chambly;1527
2561;16923351;239000;1390 Route 112;route;;J0L 1M0;J0L;;Rougemont;1390
2562;21548500;269000;39 Rue d'Argenteuil;rue;;J2H 2B6;J2H;;Granby;39
2563;20027418;249900;40 Rue St-André E.;rue;;J2G 1Y9;J2G;;Granby;40
2564;9638775;199900;368 Rue Dauplaise;rue;;J3P 7V7;J3P;Sorel;Sorel-Tracy;368
2565;24573916;234900;1409 Ch. des Patriotes;chemin;;J3P 6C1;J3P;Sorel;Sorel-Tracy;1409
2566;12830065;239900;30 Carré De Beaujeu;carré;;J0J 1J0;J0J;;Lacolle;30
2567;26146202;414900;3300 Rue Boisclair;rue;;J4Z 2C2;J4Z;;Brossard;3300
2568;17247572;199900;3213 Rue des Jardiniers;rue;;J3R 4Z3;J3R;Tracy;Sorel-Tracy;3213
2569;27072976;619000;48 Imp. de la Roche;impasse;;J2M 1P3;J2M;;Shefford;48
2570;21853231;289000;27 Rue Gale;rue;;J0S 1K0;J0S;;Ormstown;27
2571;28005713;274000;379 Rue Thuot;rue;;J2X 3T9;J2X;Iberville;Saint-Jean-sur-Richelieu;379
2572;13697616;315000;7 Rue Kennedy;rue;;J0E 1V0;J0E;;Lac-Brome;7
2573;28669987;500022;2626 Place du Postillon;place;;J7T 0E4;J7T;;Saint-Lazare;2626
2574;28900047;161900;2335 Boul. Gaétan-Boucher;boulevard;402;J3Y 8C4;J3Y;;Saint-Hubert;2335
2575;25305676;499900;56-57 Rg Éthier;rang;;J0G 1S0;J0G;;Saint-Robert;56-57
2576;15628312;375000;580 Rue Théodore-Béchard;rue;;J2W 1S9;J2W;Saint-Luc;Saint-Jean-sur-Richelieu;580
2577;26065091;469000;1071 Route Marie-Victorin;route;;J0L 2R0;J0L;;Verchères;1071
2578;16290505;279900;465 Ch. du Richelieu;chemin;;J3G 6T6;J3G;;McMasterville;465
2579;11312726;133900;1820 Rue Desjardins;rue;;J3R 2P5;J3R;Tracy;Sorel-Tracy;1820
2580;12412726;249500;275 Ch. Old Notch;chemin;;J0E 2K0;J0E;;Sutton;275
935;23507943;274900;28 Rue Adélard-Courtemanche;rue;;J0L 1R0;J0L;;Saint-Antoine-sur-Richelieu;28
927;22798110;165000;1345 Rue Bernier;rue;302;J0J 1W0;J0J;Saint-Luc;Saint-Jean-sur-Richelieu;1345
982;13743604;349000;1237 2e Rang;2e rang;;J0H 1A0;J0H;;Acton Vale;1237
986;26782663;299000;70 Rue des Carrières;rue;;J3L 2H6;J3L;;Chambly;70
994;24730125;269000;2805 Boul. Roland-Therrien;boulevard;;J4M 1J6;J4M;;Longueuil;2805
2022;16828425;399000;93 Rg Double;rang;;J0S 1Y0;J0S;;Saint-Urbain-Premier;93
2023;10030439;369900;3886 Rue Edmond-St-Germain;rue;;J3Y 8M2;J3Y;;Saint-Hubert;3886
2024;9181453;249000;4458 Rue Bishop;rue;;J3Y 0P4;J3Y;;Saint-Hubert;4458
2025;18658966;168900;4088 Rue des Escadrons;rue;;J3Y 0P1;J3Y;;Saint-Hubert;4088
2026;14495549;325000;3198 Boul. Gaétan-Boucher;boulevard;;J3Y 7Z5;J3Y;;Saint-Hubert;3198
1758;16118845;524000;1967 Rue Henri-Becquerel;rue;;J3E 1V6;J3E;;Sainte-Julie;1967
1756;24420938;309900;1848 Rue de Bourgogne;rue;;J3E 1C5;J3E;;Sainte-Julie;1848
1759;25929763;264900;1013 Rue Paul;rue;;J0L 1N0;J0L;;Saint-Amable;1013
2581;16196274;95000;1209 12e Rue;12e rue;;G8P 1X8;G8P;;Chibougamau;1209
2582;27093850;99900;177 4e Avenue N.;4e avenue;;G8P 2L9;G8P;;Chibougamau;177
2583;10143783;350000;1012 Route 167 S.;route;;G8P 2X8;G8P;;Chibougamau;1012
2584;19709286;289000;38A-38B Ch. de la Baie-Queylus;chemin;;G8P 2K5;G8P;;Chibougamau;38A-38B
2585;23634509;650000;192 Ch. Merrill;chemin;;G8P 1C9;G8P;;Chibougamau;192
2586;14706440;98000;1401 Rue O'Connell;rue;;G8P 2K2;G8P;;Chibougamau;1401
2587;14911727;219500;341 4e Rue;4e rue;;G8P 1R8;G8P;;Chibougamau;341
2588;24942448;133000;2006 Rue Larose;rue;;G8P 2Y9;G8P;;Chibougamau;2006
2589;20633891;231500;513 Rue Demers;rue;;G8P 1G1;G8P;;Chibougamau;513
2590;27939126;284900;54 Ch. de la Baie-Queylus;chemin;;G8P 2Y8;G8P;;Chibougamau;54
2591;27078755;249900;200 Rue Laframboise;rue;;G8P 2S4;G8P;;Chibougamau;200
2592;18074147;219000;553 Rue Bordeleau;rue;;G8P 1A4;G8P;;Chibougamau;553
2593;11499693;197500;863 7e Rue O.;7e rue;;G8P 2N6;G8P;;Chibougamau;863
2594;20985360;205000;473 2e Rue;2e rue;;G8P 1N6;G8P;;Chibougamau;473
2595;20422267;239000;411 Rue Potvin;rue;;G8P 2R8;G8P;;Chibougamau;411
2596;19492965;228900;756 6e Rue O.;6e rue;;G8P 2V1;G8P;;Chibougamau;756
2597;17846986;204500;114 Rue Jaculet;rue;;G8P 2G2;G8P;;Chibougamau;114
2598;11329930;525000;18 Rue du Canard;rue;;J9J 1L1;J9J;Jardins Lavigne;Aylmer;18
2599;15015603;274900;107 Rue de Batiscan;rue;;J8P 7S6;J8P;;Gatineau;107
2600;23008855;289000;424 Rue Larente;rue;;J8R 2G5;J8R;;Gatineau;424
2601;10828047;449900;52 Rue de Percé;rue;;J8R 0B1;J8R;;Gatineau;52
2602;27549770;198850;19 Ch. du Geai-Bleu;chemin;;J8N 6B5;J8N;;Val-des-Monts;19
2603;10607533;319000;63 Rue de Maricourt;rue;;J8V 2V2;J8V;;Cantley;63
2604;24075309;119900;939 Rue Arthur-Gratton;rue;;J8L 1X7;J8L;;Buckingham;939
2605;27556322;289900;24 Rue Doucet;rue;;J8Y 5N5;J8Y;;Hull;24
2606;19388081;469900;415 Rue de l'Atmosphère;rue;205;J9J 0W8;J9J;;Aylmer;415
2607;23594550;239000;893 Rue Notre-Dame;rue;;J0V 1L0;J0V;;Montebello;893
2608;14946706;124900;162 Rue Gagnon;rue;;J0X 3B0;J0X;;Thurso;162
2609;12942628;159900;2 Rue Deschamps;rue;;J0V 1M0;J0V;;Montpellier;2
2610;13411718;259900;149 Rue de Fréville;rue;;J8P 8B7;J8P;;Gatineau;149
2611;10866333;399900;203 Rue de l'Orée-des-Bois;rue;;J8R 2L5;J8R;;Gatineau;203
2612;14852805;199900;1748 Rue Parisien;rue;;J8P 7X8;J8P;;Gatineau;1748
2613;16478754;354900;129 Rue de Roberval;rue;;J8R 0G3;J8R;;Gatineau;129
2614;14046026;659900;56 Rue de l'Oasis-des-Carrières;rue;;J8V 0B6;J8V;;Cantley;56
2615;11534165;199000;65 Rue Belleau;rue;;J9A 1Y7;J9A;;Hull;65
2616;24946597;289900;40 Rue des Tourterelles;rue;;J9A 3T2;J9A;;Hull;40
2617;26909964;399900;65 Rue de Dublin;rue;;J9J 0Y6;J9J;;Aylmer;65
2618;12185417;259900;280 Boul. d'Europe;boulevard;11;J9J 0P2;J9J;;Aylmer;280
2619;18956918;269900;14 Av. des Grands-Jardins;avenue;;J8V 0A1;J8V;;Limbour;14
2620;21455857;324900;6 Rue Céline;rue;;J8V 1K4;J8V;;Mont-Luc;6
2621;16453820;199900;10 Rue Lucien-Mongeon;rue;;J8L 3W8;J8L;;Buckingham;10
2622;14440998;289900;20 Rue Bernier;rue;;J8Z 1E8;J8Z;;Hull;20
2623;13122313;194900;26 Rue Rosenes;rue;;J9H 1V7;J9H;;Aylmer;26
2624;17351853;354900;288 Ch. Davis;chemin;;J0X 2G0;J0X;;Breckenridge;288
2625;13635316;909800;96 Rue Jean-Gascon;rue;;J9H 6Y3;J9H;Lakeview;Aylmer;96
2626;16161885;285000;149 Rue Victor-Beaudry;rue;;J9H 7M4;J9H;Lakeview;Aylmer;149
2627;11701586;119000;827 Route 105;route;;J0X 1A0;J0X;;La Pêche;827
2628;9592084;225000;156 Boul. de Lucerne;boulevard;102;J9A 3V9;J9A;;Hull;156
2629;19659323;279900;90 Rue Marcel-Chaput;rue;;J9A 3B2;J9A;;Hull;90
2630;23192762;324900;100 Rue du Méridien;rue;;J9A 3A8;J9A;;Hull;100
2631;22940579;229900;14 Rue du Luxembourg;rue;B;J9J 0W5;J9J;;Aylmer;14
2632;19353064;199900;81-81A Rue Albert-Ferland;rue;;J0V 1E0;J0V;;Chénéville;81-81A
2633;16930669;432000;60 Ch. de la Petite-Ourse;chemin;;J8L 0S9;J8L;;Lochaber-Partie-Ouest;60
2634;17077261;159900;7 Imp. Charles-Chénier;impasse;;J8P 0J1;J8P;Des Fleurs,Rémi Berthiaume,Cheval Blanc;Gatineau;7
2635;18198019;199900;134 Ch. du Lac-Venne S.;chemin;;J0V 1G0;J0V;;Duhamel;134
2636;12666013;299900;132 Ch. du Lac-Venne S.;chemin;;J0V 1G0;J0V;;Duhamel;132
2637;19170671;129900;79 Ch. Suds Lane;chemin;;J0X 1M0;J0X;;Chichester;79
2638;25620501;199900;128 Ch. du Parc;chemin;;J8N 4J8;J8N;;Val-des-Monts;128
2639;18565289;153000;26 Rue de Deauville;rue;1;J8Z 3C1;J8Z;;Hull;26
2640;16873726;389800;2 Rue de St-Brieuc;rue;;J8Z 1M6;J8Z;;Hull;2
2641;10896343;399900;150 Ch. du Domaine-des-Cèdres;chemin;;J0V 1E0;J0V;;Lac-Simon;150
2642;26427187;187500;536-A Rue des Martinets;rue;;J8R 1A9;J8R;;Gatineau;536-A
2643;12307453;349900;191 Rue Beauvais;rue;;J8R 3T9;J8R;;Gatineau;191
2644;13012549;229900;27 Imp. de l'Excursion;impasse;;J9H 6L9;J9H;;Aylmer;27
2645;25151629;326500;43 Ch. du Bord-de-l'Eau;chemin;;J8N 2S3;J8N;;Val-des-Monts;43
2646;13290649;314900;19 Ch. Birch;chemin;;J0X 3G0;J0X;;La Pêche;19
2647;18789288;419900;152 Boul. de Lucerne;boulevard;604;J8A 3V8;J8A;;Hull;152
1287;21115504;118000;326 Route des Cantons;route;;J0V 1Y0;J0V;;Saint-Émile-de-Suffolk;326
1426;18545039;359000;6 Rue de l'Oie-Blanche;rue;;J9J 2X3;J9J;Jardins Lavigne;Aylmer;6
1421;25567869;224900;97 Rue Ernest-Gaboury;rue;301;J8V 0G2;J8V;;Gatineau;97
1427;22372420;279900;21 Rue du Solstice;rue;;J9A 3E2;J9A;;Hull;21
1425;15529462;239999;22 Rue Côté;rue;;J9H 2B1;J9H;;Aylmer;22
2648;15843628;200000;Rue Lapointe;lapointe;;G3L 2K9;G3L;;Saint-Raymond;Rue
2649;24614785;294500;945 Rg de la Montagne;rang;;G3L 2P4;G3L;;Saint-Raymond;945
2650;13987101;294900;46 Rue Kildare;rue;;G0A 3K0;G0A;;Sainte-Brigitte-de-Laval;46
2651;28325994;198900;1047 Rue de l'Harmonie;rue;;G2E 3P9;G2E;;L'Ancienne-Lorette;1047
2652;17975787;284800;912 Rue de la Rocque;rue;;G2E 3Z3;G2E;;L'Ancienne-Lorette;912
2653;17183128;249900;1557 Rue Guèvremont;rue;;G2E 4L8;G2E;;L'Ancienne-Lorette;1557
2654;11773134;2350000;650 Av. Wilfrid-Laurier;avenue;901;G1R 2L4;G1R;Vieux-Québec/Cap-Blanc/Colline parlem.;La Cité-Limoilou;650
2660;25181518;149900;337 Av. de la Colline;avenue;;G3L 3M1;G3L;;Saint-Raymond;337
2669;28582449;239000;701 Rue des Érables;rue;;G0A 2R0;G0A;;Neuville;701
2680;21158001;154900;1233 Rg Saguenay;rang;;G3L 3G4;G3L;;Saint-Raymond;1233
2681;28482238;118000;313 Av. Godin;avenue;;G3L 3P7;G3L;;Saint-Raymond;313
685;18040925;214500;26 Rue Solidago;rue;;G0A 3K0;G0A;;Sainte-Brigitte-de-Laval;26
2661;12046504;229900;2 Rue Laurentienne;rue;;G3N 1N9;G3N;;Sainte-Catherine-de-la-Jacques-Cartier;2
2666;16852042;199000;33 Rue Bellevue;rue;;G0A 3K0;G0A;;Sainte-Brigitte-de-Laval;33
2668;25121351;489000;13 Mtée du Golf;montée;;G3B 0K3;G3B;;Lac-Beauport;13
2667;25620668;309900;40 Ch. des Fougeroles;chemin;;G3W 1W1;G3W;;Lac-Beauport;40
2686;24123398;99900;29 7e Rue;7e rue;;G3N 1M7;G3N;;Fossambault-sur-le-Lac;29
2690;10202269;329900;27 Rue des Plateaux;rue;;G0A 9S0;G0A;;Saint-Gabriel-de-Valcartier;27
2689;24187610;374900;9 Rue des Plateaux;rue;;G0A 4S0;G0A;;Saint-Gabriel-de-Valcartier;9
2694;18526830;239000;700 Boul. du Loiret;boulevard;314;G2L 0A8;G2L;;Charlesbourg Est;700
2695;27037548;258950;264 Rue Phydime-Deschênes;rue;;G2N 0K2;G2N;Notre-Dame-des-Laurentides;Charlesbourg;264
2696;22602074;240000;954 Rue De Beaumarchais;rue;;G6Z 1H3;G6Z;Saint-Jean-Chrysostome;Les Chutes-de-la-Chaudière-Est;954
2697;22971607;259000;4974 Rue Lionel-Groulx;rue;405;G3A 0M3;G3A;;Saint-Augustin-de-Desmaures;4974
2698;27314915;399000;100 Rue des Osmondes;rue;;G6Z 7A1;G6Z;Sainte-Hélène-de-Breakeyville;Les Chutes-de-la-Chaudière-Est;100
2699;21564448;499000;1089 Rue des Îles-du-Vent;rue;;G7A 0H1;G7A;Saint-Nicolas;Les Chutes-de-la-Chaudière-Ouest;1089
2700;15084678;138900;1406 Rue Esther-Blondin;rue;301;G1Y 3S5;G1Y;Cap-Rouge;Sainte-Foy/Sillery/Cap-Rouge;1406
2701;21550632;369000;4043 Rue Marcelle-Gauvreau;rue;;G1Y 3T6;G1Y;Cap-Rouge;Sainte-Foy/Sillery/Cap-Rouge;4043
2693;15389134;385000;895 Av. De Bourlamaque;avenue;3;G1R 2N6;G1R;Montcalm;La Cité-Limoilou;895
2655;25891073;559900;2620 Rue d'Oviedo;rue;;G2B 0G6;G2B;;Neufchâtel-Est/Lebourgneuf;2620
2656;15913312;874000;3897 Ch. Royal;chemin;;G0A 3S0;G0A;;Saint-François-de-l'Île-d'Orléans;3897
2657;27681999;239500;8 Rue Dufour;rue;;G0A 3C0;G0A;;Sainte-Anne-de-Beaupré;8
2658;15350388;689000;2025 Rue du Maire-Roche;rue;;G1T 1K7;G1T;Sillery;Sainte-Foy/Sillery/Cap-Rouge;2025
2659;15653853;319000;2664 Ch. du Foulon;chemin;;G1T 1X8;G1T;Sillery;Sainte-Foy/Sillery/Cap-Rouge;2664
2662;26764003;249000;1472 Rue Père-Chaumonot;rue;;G2E 1R3;G2E;;L'Ancienne-Lorette;1472
2663;26400696;299900;3 Rue Paul-Borduas;rue;;G2A 3M5;G2A;Loretteville;La Haute-Saint-Charles;3
2664;22363512;250000;4 Rue Gabriel-Lalemant;rue;;G2A 2W6;G2A;Loretteville;La Haute-Saint-Charles;4
2304;21321993;224000;24 Rue des Mûriers;rue;;G6Z 7X4;G6Z;Sainte-Hélène-de-Breakeyville;Les Chutes-de-la-Chaudière-Est;24
2305;10668227;224900;1298 Rue Henri-Louis-Beaudoin;rue;;G6K 1N2;G6K;Saint-Rédempteur;Les Chutes-de-la-Chaudière-Ouest;1298
2306;18750563;649000;1131 Rue du Botaniste;rue;;G7A 0G7;G7A;Saint-Nicolas;Les Chutes-de-la-Chaudière-Ouest;1131
2297;18097120;395000;1752 Rue De Ségur;rue;;G6W 0S8;G6W;Lévis;Desjardins;1752
2299;28694448;241000;1185 Rue de l'Aulneuse;rue;;G7A 0E1;G7A;Saint-Nicolas;Les Chutes-de-la-Chaudière-Ouest;1185
2300;24496448;219000;8575 Boul. Guillaume-Couture;boulevard;;G6V 8V7;G6V;Lévis;Desjardins;8575
2708;10978765;119000;292 Av. Ste-Brigitte;avenue;;G0A 3K0;G0A;;Sainte-Brigitte-de-Laval;292
2709;12750802;680000;15 Ch. Allen-Neil;chemin;;G3C 1Z5;G3C;;Stoneham-et-Tewkesbury;15
2710;23336188;194900;160 Rue du Tricentenaire;rue;;G0A 2K0;G0A;;L'Ange-Gardien;160
2711;21159811;324700;580 Ch. du Sommet;chemin;;G3N 0M5;G3N;;Fossambault-sur-le-Lac;580
2712;26583109;244500;375 Rue Riopelle;rue;;G1C 6L5;G1C;Saint-Michel;Beauport;375
2713;19941785;359900;1271 Rue de la Sapinière;rue;;G1Y 1A7;G1Y;Cap-Rouge;Sainte-Foy/Sillery/Cap-Rouge;1271
2714;22312037;309000;64 Rue Lessard;rue;;G0A 3C0;G0A;;Sainte-Anne-de-Beaupré;64
2715;13877019;545000;50 Ch. de la Corniche;chemin;;G3B 0L6;G3B;;Lac-Beauport;50
2716;11760530;599000;1586 Rue du Mont-Marie;rue;;G1W 3E6;G1W;Sillery;Sainte-Foy/Sillery/Cap-Rouge;1586
2717;19223988;359000;52 Rue Lapointe;rue;;G0A 3K0;G0A;;Sainte-Brigitte-de-Laval;52
2718;21181864;258800;123 Rue des Matricaires;rue;;G0A 3K0;G0A;;Sainte-Brigitte-de-Laval;123
2719;24947462;200000;3120 Rue Dubé;rue;;G1M 3K3;G1M;;Duberger/Les Saules;3120
2720;14940941;269000;27 Ch. de la Fenière;chemin;;G3B 1T2;G3B;;Lac-Beauport;27
2721;18201529;219000;6445 Rue des Dahlias;rue;;G1B 1J3;G1B;Orsainville;Charlesbourg;6445
324;16933270;330000;981-983 Rue Panneton;rue;;G2E 5G4;G2E;;L'Ancienne-Lorette;981-983
362;11419082;224900;71 Ch. de la Lac-la-Retenue S.;chemin;;G0A 2K0;G0A;;L'Ange-Gardien;71
2702;18915835;175000;1455 Av. des Affaires;avenue;B;G3J 0K8;G3J;Val-Bélair;La Haute-Saint-Charles;1455
2703;16511289;399900;1280 Ch. de Bélair;chemin;;G3J 0A8;G3J;Val-Bélair;La Haute-Saint-Charles;1280
2704;23052112;529000;143 Rue Philippe-Grenier;rue;;G1B 0J4;G1B;Laurentides;Beauport;143
2705;17235935;214900;1635 Rue Guillaume-Renaud;rue;;G2K 0J9;G2K;;Neufchâtel-Est/Lebourgneuf;1635
2706;16741826;474900;2690 Rue de Bogota;rue;;G2C 2H4;G2C;;Neufchâtel-Est/Lebourgneuf;2690
2707;20072176;179900;1420 Rue de l'Islet;rue;201;G2K 2G9;G2K;;Neufchâtel-Est/Lebourgneuf;1420
2665;18272430;169000;1419 Rue St-Marc;rue;;G2G 1S1;G2G;Aéroport;Sainte-Foy/Sillery/Cap-Rouge;1419
1514;11835648;485000;1853 Rue de Bergerville;rue;;G1S 1J7;G1S;Sillery;Sainte-Foy/Sillery/Cap-Rouge;1853
2670;21599793;419000;474 Rue des Albertains;rue;;G2M 0M1;G2M;Notre-Dame-des-Laurentides;Charlesbourg;474
2671;20034898;209000;1323 Rue des Radeaux;rue;;G3G 2R1;G3G;Lac-Saint-Charles;La Haute-Saint-Charles;1323
2672;15091887;179900;3390 Av. Chatrian;avenue;;G1P 1S6;G1P;;Duberger/Les Saules;3390
2673;16321856;150000;9250 Av. Bourret;avenue;201;G1G 6K8;G1G;Des Jésuites;Charlesbourg;9250
2675;12539887;262500;1246 Rue Chagall;rue;;G3K 0V1;G3K;Val-Bélair;La Haute-Saint-Charles;1246
2674;9381217;274500;1315 Rue de l'Esplanade;rue;;G3J 1E8;G3J;Val-Bélair;La Haute-Saint-Charles;1315
2676;15848363;299900;6376 Rue des Genévriers;rue;;G3E 1E6;G3E;Saint-Émile;La Haute-Saint-Charles;6376
2677;28007863;198800;786 Rue Miloit;rue;;G1C 5V7;G1C;Saint-Michel;Beauport;786
2678;12222752;239000;1424 Av. Benjamin-Sulte;avenue;;G2E 3N9;G2E;Aéroport;Sainte-Foy/Sillery/Cap-Rouge;1424
2258;19979914;329000;3245 Ch. Ste-Anne;chemin;;G6J 1E8;G6J;;Saint-Étienne-de-Lauzon;3245
2260;16991370;189000;38 Rue Vaudreuil;rue;;G6V 1S7;G6V;Lévis;Desjardins;38
2263;26313595;398000;5865 Rue St-Laurent;rue;101;G6V 3P4;G6V;Saint-Romuald;Les Chutes-de-la-Chaudière-Est;5865
2264;9661810;249500;799 Av. Taniata;avenue;;G6Z 2C8;G6Z;Saint-Jean-Chrysostome;Les Chutes-de-la-Chaudière-Est;799
2265;28095518;499000;233 Rue de la Mission;rue;;G7A 2T1;G7A;Saint-Nicolas;Les Chutes-de-la-Chaudière-Ouest;233
2267;20121357;299000;821 Rue de Honfleur;rue;;G7A 3W9;G7A;Saint-Nicolas;Les Chutes-de-la-Chaudière-Ouest;821
2266;15107133;439500;1822 Route Marie-Victorin;route;;G7A 4H2;G7A;Saint-Nicolas;Les Chutes-de-la-Chaudière-Ouest;1822
2679;27923071;429000;3932 Av. des Compagnons;avenue;;G1X 0A9;G1X;Pointe-de-Sainte-Foy;Sainte-Foy/Sillery/Cap-Rouge;3932
2682;27091302;249800;141 Rue Monseigneur-Dumas;rue;;G2B 2Z6;G2B;Loretteville;La Haute-Saint-Charles;141
2683;20102828;269000;95 Rue St-Louis;rue;A;G0A 1E0;G0A;;Beaupré;95
2684;11743227;297000;4058 Rue de Limoges;rue;;G2B 4Z5;G2B;Des Châtels;La Haute-Saint-Charles;4058
